id,from_user_id,to_user_id,formation
0,9434942,106086098,{'2018.05.08': True}
1,11711812,162310009,{'2018.05.24': True}
2,11723602,377901136,{'2018.05.24': True}
3,14668733,47148388,{'2018.05.24': True}
4,14668733,630367566,{'2018.05.24': True}
5,14668733,1537318436,{'2018.05.24': True}
6,14668733,2612870692,{'2018.05.24': True}
7,15746974,106086098,{'2018.05.08': True}
8,18864998,179250667,{'2018.05.24': True}
9,18865870,2612870692,{'2018.05.24': True}
10,19869574,106086098,{'2018.05.08': True}
11,19869574,609301446,{'2018.05.08': True}
12,19869574,1537318436,{'2018.05.24': True}
13,19869574,1666891914,{'2018.05.08': True}
14,19869574,1979040049,{'2018.05.08': True}
15,19869574,2545544532,{'2018.05.08': True}
16,19869574,2940722500,{'2018.05.24': True}
17,19869574,3064906390,{'2018.05.08': True}
18,19869574,3892757176,{'2018.05.08': True}
19,19869574,4415560576,{'2018.05.08': True}
20,19869574,795546530845442048,{'2018.05.08': True}
21,20244720,106086098,{'2018.05.08': True}
22,20244720,2940722500,{'2018.05.08': True}
23,21803514,106086098,{'2018.05.08': True}
24,22726182,995806488,{'2018.05.24': True}
25,25553860,106086098,{'2018.05.08': True}
26,29551320,344090521,{'2018.05.24': True}
27,30725104,846945019311390720,{'2018.05.08': True}
28,31348078,995806488,{'2018.05.24': True}
29,31365302,106086098,{'2018.05.08': True}
30,31462811,106086098,{'2018.05.08': True}
31,31462811,618131962,{'2018.05.24': True}
32,31462811,2612870692,{'2018.05.24': True}
33,31462811,870255908642856960,{'2018.05.08': True}
34,32660008,63796949,{'2018.05.24': True}
35,32660008,106086098,{'2018.05.08': True}
36,32660008,113954902,{'2018.05.24': True}
37,32660008,138348596,{'2018.05.24': True}
38,32660008,153772652,{'2018.05.24': True}
39,32660008,160629698,{'2018.05.24': True}
40,32660008,186434161,{'2018.05.24': True}
41,32660008,194475532,{'2018.05.24': True}
42,32660008,195842934,{'2018.05.24': True}
43,32660008,231187264,{'2018.05.24': True}
44,32660008,253616057,{'2018.05.24': True}
45,32660008,300277618,{'2018.05.24': True}
46,32660008,323516844,{'2018.05.24': True}
47,32660008,345589356,{'2018.05.24': True}
48,32660008,411064560,{'2018.05.24': True}
49,32660008,501944828,{'2018.05.24': True}
50,32660008,533536556,{'2018.05.24': True}
51,32660008,630367566,{'2018.05.24': True}
52,32660008,791665500,{'2018.05.24': True}
53,32660008,950487481,{'2018.05.24': True}
54,32660008,1110823566,{'2018.05.08': True}
55,32660008,1400588754,{'2018.05.24': True}
56,32660008,1524419966,{'2018.05.24': True}
57,32660008,1537318436,{'2018.05.24': True}
58,32660008,1599743678,{'2018.05.24': True}
59,32660008,1666891914,{'2018.05.08': True}
60,32660008,2153317302,{'2018.05.24': True}
61,32660008,2301123770,{'2018.05.24': True}
62,32660008,2455691310,{'2018.05.24': True}
63,32660008,2612870692,{'2018.05.24': True}
64,32660008,2734040880,{'2018.05.08': True}
65,32660008,3064906390,{'2018.05.08': True}
66,32660008,3193917928,{'2018.05.24': True}
67,32660008,3892757176,{'2018.05.08': True}
68,32660008,4124637371,{'2018.05.24': True}
69,32660008,4768075043,{'2018.05.24': True}
70,32660008,989792178183471104,{'2018.05.24': True}
71,34993423,630367566,{'2018.05.24': True}
72,37036731,106086098,{'2018.05.08': True}
73,37036731,377901136,{'2018.05.24': True}
74,39740301,106086098,{'2018.05.08': True}
75,39740301,618131962,{'2018.05.24': True}
76,39937481,106086098,{'2018.05.08': True}
77,41118718,162310009,{'2018.05.24': True}
78,45085620,106086098,{'2018.05.08': True}
79,45125220,106086098,{'2018.05.08': True}
80,45125220,113954902,{'2018.05.24': True}
81,45125220,2529427087,{'2018.05.08': True}
82,45681682,1537318436,{'2018.05.24': True}
83,47148388,49669079,{'2018.05.24': True}
84,47148388,63796949,{'2018.05.24': True}
85,47148388,67318883,{'2018.05.24': True}
86,47148388,106086098,{'2018.05.08': True}
87,47148388,153772652,{'2018.05.24': True}
88,47148388,162427198,{'2018.05.24': True}
89,47148388,187485055,{'2018.05.24': True}
90,47148388,194475532,{'2018.05.24': True}
91,47148388,231187264,{'2018.05.24': True}
92,47148388,231908931,{'2018.05.24': True}
93,47148388,239496829,{'2018.05.24': True}
94,47148388,253616057,{'2018.05.24': True}
95,47148388,262342538,{'2018.05.24': True}
96,47148388,293976465,{'2018.05.24': True}
97,47148388,300277618,{'2018.05.24': True}
98,47148388,411064560,{'2018.05.24': True}
99,47148388,443551180,{'2018.05.08': True}
100,47148388,447455430,{'2018.05.24': True}
101,47148388,501944828,{'2018.05.24': True}
102,47148388,533536556,{'2018.05.24': True}
103,47148388,618131962,{'2018.05.24': True}
104,47148388,630367566,{'2018.05.24': True}
105,47148388,737056442,{'2018.05.08': True}
106,47148388,995806488,{'2018.05.24': True}
107,47148388,1110823566,{'2018.05.08': True}
108,47148388,1222491402,{'2018.05.08': True}
109,47148388,1400588754,{'2018.05.24': True}
110,47148388,1482905478,{'2018.05.24': True}
111,47148388,1524419966,{'2018.05.24': True}
112,47148388,1536995378,{'2018.05.08': True}
113,47148388,1537318436,{'2018.05.24': True}
114,47148388,1666891914,{'2018.05.08': True}
115,47148388,1945992630,{'2018.05.24': True}
116,47148388,2214758677,{'2018.05.24': True}
117,47148388,2458484684,{'2018.05.24': True}
118,47148388,2482994778,{'2018.05.24': True}
119,47148388,2521229284,{'2018.05.24': True}
120,47148388,2529427087,{'2018.05.08': True}
121,47148388,2545544532,{'2018.05.08': True}
122,47148388,2748923637,{'2018.05.24': True}
123,47148388,2899162575,{'2018.05.24': True}
124,47148388,3064906390,{'2018.05.08': True}
125,47148388,3151030181,{'2018.05.24': True}
126,47148388,3627550275,{'2018.05.24': True}
127,47148388,4124637371,{'2018.05.24': True}
128,47148388,736829699918340096,{'2018.05.08': True}
129,47148388,781051166188765184,{'2018.05.24': True}
130,47148388,795546530845442048,{'2018.05.08': True}
131,47148388,796309949768957952,{'2018.05.08': True}
132,49669079,47148388,{'2018.05.24': True}
133,49669079,106086098,{'2018.05.08': True}
134,49669079,113954902,{'2018.05.24': True}
135,49669079,618131962,{'2018.05.24': True}
136,49669079,2612870692,{'2018.05.24': True}
137,51421753,106086098,{'2018.05.08': True}
138,51421753,737056442,{'2018.05.08': True}
139,51723397,618131962,{'2018.05.24': True}
140,51723397,846945019311390720,{'2018.05.08': True}
141,52171453,106086098,{'2018.05.08': True}
142,52171453,344090521,{'2018.05.24': True}
143,52177613,630367566,{'2018.05.24': True}
144,52177613,1979040049,{'2018.05.08': True}
145,52458947,4091594428,{'2018.05.08': True}
146,52649782,609301446,{'2018.05.08': True}
147,54145022,106086098,{'2018.05.08': True}
148,54145022,113954902,{'2018.05.24': True}
149,54145022,630367566,{'2018.05.24': True}
150,54890014,106086098,{'2018.05.08': True}
151,54890014,443551180,{'2018.05.08': True}
152,54890014,618131962,{'2018.05.24': True}
153,54890014,737056442,{'2018.05.08': True}
154,54890014,995806488,{'2018.05.24': True}
155,54890014,1110823566,{'2018.05.08': True}
156,54890014,1666891914,{'2018.05.08': True}
157,54890014,2734040880,{'2018.05.08': True}
158,54890014,2940722500,{'2018.05.08': True}
159,54890014,3064906390,{'2018.05.08': True}
160,54890014,3892757176,{'2018.05.08': True}
161,54890014,847741204204634112,{'2018.05.08': True}
162,55220437,106086098,{'2018.05.08': True}
163,55220437,162310009,{'2018.05.24': True}
164,55220437,618131962,{'2018.05.24': True}
165,55220437,1110823566,{'2018.05.08': True}
166,55220437,1222491402,{'2018.05.08': True}
167,55220437,1537318436,{'2018.05.24': True}
168,55220437,2940722500,{'2018.05.08': True}
169,55362929,106086098,{'2018.05.08': True}
170,55900863,106086098,{'2018.05.08': True}
171,58197692,162310009,{'2018.05.24': True}
172,58895857,995806488,{'2018.05.24': True}
173,59087918,995806488,{'2018.05.24': True}
174,59225068,2545544532,{'2018.05.08': True}
175,62616625,106086098,{'2018.05.08': True}
176,62616625,737056442,{'2018.05.08': True}
177,62616625,1666891914,{'2018.05.08': True}
178,63703013,106086098,{'2018.05.08': True}
179,63796949,2612870692,{'2018.05.24': True}
180,66317901,106086098,{'2018.05.08': True}
181,66317901,1110823566,{'2018.05.08': True}
182,66317901,1666891914,{'2018.05.08': True}
183,66317901,2529427087,{'2018.05.08': True}
184,66317901,2612870692,{'2018.05.24': True}
185,66317901,2940722500,{'2018.05.08': True}
186,66317901,3064906390,{'2018.05.08': True}
187,66317901,4576344862,{'2018.05.08': True}
188,66317901,736829699918340096,{'2018.05.08': True}
189,66317901,795546530845442048,{'2018.05.08': True}
190,66317901,796309949768957952,{'2018.05.08': True}
191,66527865,106086098,{'2018.05.08': True}
192,66645671,106086098,{'2018.05.08': True}
193,66645671,1222491402,{'2018.05.08': True}
194,66713738,106086098,{'2018.05.08': True}
195,67318883,32660008,{'2018.05.24': True}
196,67318883,47148388,{'2018.05.24': True}
197,67318883,106086098,{'2018.05.08': True}
198,67318883,174415744,{'2018.05.08': True}
199,67318883,334139315,{'2018.05.24': True}
200,67318883,443551180,{'2018.05.08': True}
201,67318883,450639507,{'2018.05.08': True}
202,67318883,618131962,{'2018.05.24': True}
203,67318883,630367566,{'2018.05.24': True}
204,67318883,737056442,{'2018.05.08': True}
205,67318883,995806488,{'2018.05.24': True}
206,67318883,1110823566,{'2018.05.08': True}
207,67318883,1222491402,{'2018.05.08': True}
208,67318883,1400588754,{'2018.05.24': True}
209,67318883,1536995378,{'2018.05.08': True}
210,67318883,1537318436,{'2018.05.24': True}
211,67318883,1666891914,{'2018.05.08': True}
212,67318883,1979040049,{'2018.05.08': True}
213,67318883,2360133031,{'2018.05.08': True}
214,67318883,2529427087,{'2018.05.08': True}
215,67318883,2545544532,{'2018.05.08': True}
216,67318883,2612870692,{'2018.05.24': True}
217,67318883,2734040880,{'2018.05.08': True}
218,67318883,2847233849,{'2018.05.08': True}
219,67318883,2940722500,{'2018.05.08': True}
220,67318883,3064906390,{'2018.05.08': True}
221,67318883,3892757176,{'2018.05.08': True}
222,67318883,4117422969,{'2018.05.08': True}
223,67318883,4415560576,{'2018.05.08': True}
224,67318883,4576344862,{'2018.05.08': True}
225,67318883,736829699918340096,{'2018.05.08': True}
226,67318883,795546530845442048,{'2018.05.08': True}
227,67318883,796309949768957952,{'2018.05.08': True}
228,67318883,846945019311390720,{'2018.05.08': True}
229,67318883,847741204204634112,{'2018.05.08': True}
230,67318883,870255908642856960,{'2018.05.08': True}
231,67326856,995806488,{'2018.05.24': True}
232,67543826,162310009,{'2018.05.24': True}
233,68714550,47148388,{'2018.05.24': True}
234,68714550,106086098,{'2018.05.08': True}
235,68714550,1400588754,{'2018.05.24': True}
236,68714550,2545544532,{'2018.05.08': True}
237,68714550,3064906390,{'2018.05.08': True}
238,69275239,106086098,{'2018.05.08': True}
239,70281458,106086098,{'2018.05.08': True}
240,70281458,443551180,{'2018.05.08': True}
241,70281458,1110823566,{'2018.05.08': True}
242,70281458,1222491402,{'2018.05.08': True}
243,70281458,1666891914,{'2018.05.08': True}
244,70281458,2734040880,{'2018.05.08': True}
245,70281458,2940722500,{'2018.05.08': True}
246,70281458,3064906390,{'2018.05.08': True}
247,71535350,139032492,{'2018.05.24': True}
248,71555386,162310009,{'2018.05.24': True}
249,71736722,106086098,{'2018.05.08': True}
250,71736722,1666891914,{'2018.05.08': True}
251,71736722,2734040880,{'2018.05.08': True}
252,71758894,106086098,{'2018.05.08': True}
253,71758894,618131962,{'2018.05.24': True}
254,71784886,47148388,{'2018.05.24': True}
255,71784886,106086098,{'2018.05.08': True}
256,71784886,630367566,{'2018.05.24': True}
257,71784886,1110823566,{'2018.05.08': True}
258,71784886,1400588754,{'2018.05.24': True}
259,71784886,1536995378,{'2018.05.08': True}
260,71784886,1537318436,{'2018.05.24': True}
261,71784886,2734040880,{'2018.05.08': True}
262,71784886,3064906390,{'2018.05.08': True}
263,71784886,3892757176,{'2018.05.08': True}
264,72787036,162310009,{'2018.05.24': True}
265,73634379,3892757176,{'2018.05.08': True}
266,74959905,106086098,{'2018.05.08': True}
267,76640116,106086098,{'2018.05.08': True}
268,77839262,1400588754,{'2018.05.24': True}
269,78342853,618131962,{'2018.05.24': True}
270,78342853,1536995378,{'2018.05.08': True}
271,78625770,995806488,{'2018.05.24': True}
272,78843752,106086098,{'2018.05.08': True}
273,78947711,106086098,{'2018.05.08': True}
274,78947711,450639507,{'2018.05.08': True}
275,79819842,106086098,{'2018.05.08': True}
276,79819842,737056442,{'2018.05.08': True}
277,79819842,1666891914,{'2018.05.08': True}
278,79819842,2529427087,{'2018.05.08': True}
279,79819842,2734040880,{'2018.05.08': True}
280,79819842,2847233849,{'2018.05.08': True}
281,79819842,2940722500,{'2018.05.08': True}
282,79819842,3064906390,{'2018.05.08': True}
283,79819842,4117422969,{'2018.05.08': True}
284,79819842,736829699918340096,{'2018.05.08': True}
285,79819842,795546530845442048,{'2018.05.08': True}
286,79819842,796309949768957952,{'2018.05.08': True}
287,79991662,618131962,{'2018.05.24': True}
288,81094202,32660008,{'2018.05.24': True}
289,81094202,106086098,{'2018.05.08': True}
290,81094202,113954902,{'2018.05.24': True}
291,81094202,174415744,{'2018.05.08': True}
292,81094202,458521438,{'2018.05.08': True}
293,81094202,618131962,{'2018.05.24': True}
294,81094202,630367566,{'2018.05.24': True}
295,81094202,737056442,{'2018.05.08': True}
296,81094202,1110823566,{'2018.05.08': True}
297,81094202,1222491402,{'2018.05.08': True}
298,81094202,1536995378,{'2018.05.08': True}
299,81094202,1537318436,{'2018.05.24': True}
300,81094202,1666891914,{'2018.05.08': True}
301,81094202,1979040049,{'2018.05.08': True}
302,81094202,2360133031,{'2018.05.08': True}
303,81094202,2545544532,{'2018.05.08': True}
304,81094202,2612870692,{'2018.05.24': True}
305,81094202,2734040880,{'2018.05.08': True}
306,81094202,2847233849,{'2018.05.08': True}
307,81094202,2940722500,{'2018.05.08': True}
308,81094202,3064906390,{'2018.05.08': True}
309,81094202,3892757176,{'2018.05.08': True}
310,81094202,4117422969,{'2018.05.08': True}
311,81094202,795546530845442048,{'2018.05.08': True}
312,81094202,796309949768957952,{'2018.05.08': True}
313,81094202,870255908642856960,{'2018.05.08': True}
314,81448875,106086098,{'2018.05.08': True}
315,81448875,618131962,{'2018.05.24': True}
316,81448875,1400588754,{'2018.05.24': True}
317,81448875,2545544532,{'2018.05.08': True}
318,81516526,106086098,{'2018.05.08': True}
319,81516526,4576344862,{'2018.05.08': True}
320,81914322,1400588754,{'2018.05.24': True}
321,83846816,106086098,{'2018.05.08': True}
322,83846816,1110823566,{'2018.05.08': True}
323,83846816,3892757176,{'2018.05.08': True}
324,85105655,106086098,{'2018.05.08': True}
325,85105655,630367566,{'2018.05.24': True}
326,85105655,1537318436,{'2018.05.24': True}
327,85659155,162310009,{'2018.05.24': True}
328,86594374,106086098,{'2018.05.08': True}
329,86719278,618131962,{'2018.05.24': True}
330,86759560,995806488,{'2018.05.24': True}
331,87700605,3064906390,{'2018.05.08': True}
332,87700605,3421922319,{'2018.05.24': True}
333,87924754,2612870692,{'2018.05.24': True}
334,88899411,106086098,{'2018.05.08': True}
335,88899411,4091594428,{'2018.05.08': True}
336,89016571,174415744,{'2018.05.08': True}
337,89195407,106086098,{'2018.05.08': True}
338,89195407,618131962,{'2018.05.24': True}
339,89195407,630367566,{'2018.05.24': True}
340,89676054,2734040880,{'2018.05.08': True}
341,90190331,174415744,{'2018.05.08': True}
342,90942568,995806488,{'2018.05.24': True}
343,90976741,32660008,{'2018.05.24': True}
344,90976741,106086098,{'2018.05.08': True}
345,90976741,618131962,{'2018.05.24': True}
346,90976741,630367566,{'2018.05.24': True}
347,90976741,1400588754,{'2018.05.24': True}
348,90976741,2612870692,{'2018.05.24': True}
349,90976741,2847233849,{'2018.05.08': True}
350,90976741,2940722500,{'2018.05.08': True}
351,90976741,846945019311390720,{'2018.05.08': True}
352,91697633,995806488,{'2018.05.24': True}
353,92124041,618131962,{'2018.05.24': True}
354,92367481,106086098,{'2018.05.08': True}
355,92367481,1666891914,{'2018.05.08': True}
356,93257032,995806488,{'2018.05.24': True}
357,93385894,106086098,{'2018.05.08': True}
358,93385894,2529427087,{'2018.05.08': True}
359,93613640,106086098,{'2018.05.08': True}
360,93613640,450639507,{'2018.05.08': True}
361,93845096,106086098,{'2018.05.08': True}
362,94207747,2612870692,{'2018.05.24': True}
363,94434738,618131962,{'2018.05.24': True}
364,94549014,106086098,{'2018.05.08': True}
365,94549014,609301446,{'2018.05.08': True}
366,94549014,2940722500,{'2018.05.08': True}
367,94812515,106086098,{'2018.05.08': True}
368,95190070,3335013430,{'2018.05.24': True}
369,95427945,618131962,{'2018.05.24': True}
370,95427945,1400588754,{'2018.05.24': True}
371,95427945,2612870692,{'2018.05.24': True}
372,96313649,47148388,{'2018.05.24': True}
373,96313649,1400588754,{'2018.05.24': True}
374,96313649,2545544532,{'2018.05.08': True}
375,96342812,106086098,{'2018.05.08': True}
376,96839399,106086098,{'2018.05.08': True}
377,97239341,106086098,{'2018.05.08': True}
378,97239341,162310009,{'2018.05.24': True}
379,97239341,450639507,{'2018.05.08': True}
380,97633683,32660008,{'2018.05.24': True}
381,97633683,106086098,{'2018.05.08': True}
382,97633683,618131962,{'2018.05.24': True}
383,97633683,630367566,{'2018.05.24': True}
384,97633683,2612870692,{'2018.05.24': True}
385,97633683,3064906390,{'2018.05.08': True}
386,97707163,106086098,{'2018.05.08': True}
387,98857070,377901136,{'2018.05.24': True}
388,98857070,630367566,{'2018.05.24': True}
389,98857070,2360133031,{'2018.05.08': True}
390,98861105,630367566,{'2018.05.24': True}
391,99132901,995806488,{'2018.05.24': True}
392,99305457,2612870692,{'2018.05.24': True}
393,99391224,609301446,{'2018.05.08': True}
394,99515495,32660008,{'2018.05.24': True}
395,99515495,609301446,{'2018.05.08': True}
